Invoice ID,Date,Branch,Customer Type,Gender,Product Category,Product Name,Quantity,Unit Price,Revenue,Cost,Profit
INV0278,6/30/2025,Pune,Member,Female,Personal Care,Face Wash,8,222,1776,1456.02,319.98
INV0279,2/8/2025,Nagpur,Member,Female,Snacks,Chips,9,84,756,643.9,112.1
INV0280,4/22/2025,Nashik,Normal,Male,Snacks,Biscuits,2,774,1548,998.94,549.06
INV0281,9/30/2025,Nashik,Member,Male,Household,Mop,11,549,6039,3651.9,2387.1
INV0282,12/24/2025,Nashik,Member,Male,Household,Tissue,9,343,3087,1868.08,1218.92
INV0283,5/10/2025,Mumbai,Normal,Female,Beverages,Coffee,4,246,984,773.36,210.64
INV0284,12/23/2025,Pune,Normal,Male,Beverages,Juice,7,520,3640,2800.98,839.02
INV0285,9/1/2025,Nagpur,Member,Male,Beverages,Tea,7,438,3066,2186.52,879.48
INV0286,6/19/2025,Nagpur,Member,Male,Beverages,Soft Drink,14,494,6916,5487.65,1428.35
INV0287,12/17/2025,Mumbai,Member,Male,Snacks,Namkeen,5,97,485,425.47,59.53
INV0288,12/31/2025,Nashik,Member,Female,Dairy,Milk,4,651,2604,1675.04,928.96
INV0289,12/13/2025,Mumbai,Normal,Male,Snacks,Biscuits,10,904,9040,7727.69,1312.31
INV0290,2/8/2025,Mumbai,Normal,Female,Beverages,Juice,1,150,150,109.67,40.33
INV0291,7/2/2025,Nashik,Normal,Male,Beverages,Juice,13,511,6643,4963.52,1679.48
INV0292,5/7/2025,Nagpur,Member,Female,Household,Mop,2,840,1680,1319.78,360.22
INV0293,7/19/2025,Mumbai,Normal,Male,Snacks,Namkeen,12,852,10224,8078.7,2145.3
INV0294,5/19/2025,Nagpur,Member,Male,Beverages,Tea,5,505,2525,1787.64,737.36
INV0295,7/28/2025,Nagpur,Member,Male,Snacks,Namkeen,8,620,4960,3801.45,1158.55
INV0296,7/17/2025,Nagpur,Normal,Female,Dairy,Milk,10,662,6620,5529.9,1090.1
INV0297,5/5/2025,Pune,Normal,Male,Personal Care,Shampoo,12,972,11664,8956.33,2707.67
INV0298,2/2/2025,Pune,Normal,Female,Snacks,Cookies,5,324,1620,1211.66,408.34
INV0299,5/9/2025,Pune,Normal,Male,Personal Care,Toothpaste,8,851,6808,4241.9,2566.1
INV0300,7/22/2025,Mumbai,Normal,Female,Personal Care,Shampoo,3,361,1083,652,431
INV0301,11/30/2025,Pune,Normal,Female,Personal Care,Toothpaste,7,885,6195,5247.54,947.46
INV0302,7/23/2025,Mumbai,Normal,Female,Household,Cleaner,8,371,2968,1938.97,1029.03
INV0303,7/21/2025,Mumbai,Member,Male,Household,Cleaner,6,435,2610,1785.48,824.52
INV0304,8/25/2025,Pune,Normal,Female,Household,Cleaner,11,836,9196,7035.21,2160.79
INV0305,6/5/2025,Pune,Normal,Male,Beverages,Soft Drink,11,561,6171,3960.26,2210.74
INV0306,9/3/2025,Nashik,Normal,Male,Personal Care,Face Wash,2,509,1018,913.36,104.64
INV0307,12/7/2025,Mumbai,Member,Male,Dairy,Milk,2,837,1674,1129.06,544.94
INV0308,8/9/2025,Nagpur,Member,Male,Household,Mop,13,389,5057,4499.29,557.71
INV0309,10/25/2025,Pune,Normal,Female,Dairy,Cheese,9,814,7326,5535.81,1790.19
INV0310,9/14/2025,Pune,Normal,Male,Personal Care,Face Wash,13,745,9685,7521.15,2163.85
INV0311,2/13/2025,Nagpur,Member,Female,Personal Care,Shampoo,5,475,2375,2080.89,294.11
INV0312,9/5/2025,Mumbai,Normal,Male,Dairy,Butter,8,853,6824,4517.9,2306.1
INV0313,12/30/2025,Nagpur,Member,Female,Personal Care,Face Wash,6,118,708,488.58,219.42
INV0314,3/31/2025,Pune,Normal,Female,Beverages,Coffee,15,808,12120,8158.87,3961.13
INV0315,4/6/2025,Nashik,Normal,Male,Personal Care,Soap,13,464,6032,4758.81,1273.19
INV0316,1/3/2025,Pune,Member,Female,Household,Cleaner,8,656,5248,3825.09,1422.91
INV0317,7/7/2025,Mumbai,Member,Female,Beverages,Tea,13,942,12246,9320.02,2925.98
INV0318,11/24/2025,Mumbai,Normal,Female,Beverages,Juice,11,933,10263,7664.87,2598.13
INV0319,11/13/2025,Pune,Normal,Male,Household,Detergent,6,410,2460,2099.99,360.01
INV0320,4/4/2025,Mumbai,Member,Female,Snacks,Cookies,2,294,588,406.67,181.33
INV0321,9/7/2025,Pune,Member,Female,Personal Care,Soap,10,442,4420,3212.95,1207.05
INV0322,11/14/2025,Nagpur,Normal,Male,Dairy,Cheese,3,372,1116,951.5,164.5
INV0323,10/15/2025,Nashik,Normal,Female,Personal Care,Soap,4,884,3536,2528.89,1007.11
INV0324,1/16/2025,Pune,Normal,Male,Personal Care,Face Wash,8,221,1768,1104.65,663.35
INV0325,8/23/2025,Nashik,Member,Male,Dairy,Cheese,9,345,3105,2019.69,1085.31
INV0326,8/14/2025,Pune,Normal,Male,Dairy,Butter,9,892,8028,6639.44,1388.56
INV0327,6/28/2025,Nagpur,Normal,Male,Snacks,Cookies,14,83,1162,853.98,308.02
INV0328,6/29/2025,Nashik,Member,Male,Snacks,Biscuits,13,805,10465,8124.79,2340.21
INV0329,9/30/2025,Mumbai,Member,Female,Snacks,Biscuits,13,110,1430,1102.56,327.44
INV0330,9/21/2025,Nagpur,Member,Female,Dairy,Butter,10,323,3230,2860.87,369.13
INV0331,3/9/2025,Pune,Member,Female,Beverages,Juice,14,721,10094,6440.64,3653.36
INV0332,5/18/2025,Nashik,Normal,Female,Snacks,Namkeen,8,195,1560,1206.24,353.76
INV0333,12/22/2025,Mumbai,Normal,Female,Beverages,Tea,7,577,4039,3331.94,707.06
INV0334,2/17/2025,Nashik,Normal,Male,Dairy,Milk,14,842,11788,10068.72,1719.28
INV0335,9/11/2025,Mumbai,Normal,Female,Household,Mop,4,489,1956,1657.62,298.38
INV0336,6/25/2025,Nagpur,Member,Male,Dairy,Cheese,10,922,9220,6874.44,2345.56
INV0337,8/22/2025,Nagpur,Normal,Male,Personal Care,Shampoo,2,928,1856,1201.57,654.43
INV0338,5/21/2025,Nagpur,Normal,Female,Snacks,Cookies,3,945,2835,2494.28,340.72
INV0339,1/27/2025,Nashik,Normal,Male,Beverages,Juice,11,975,10725,8522.87,2202.13
INV0340,9/2/2025,Nagpur,Member,Male,Personal Care,Shampoo,12,147,1764,1058.97,705.03
INV0341,3/3/2025,Nashik,Member,Female,Household,Mop,1,58,58,46.9,11.1
INV0342,2/22/2025,Nagpur,Normal,Female,Beverages,Coffee,7,141,987,808.58,178.42
INV0343,3/10/2025,Pune,Member,Male,Dairy,Cheese,7,842,5894,4974.6,919.4
INV0344,11/18/2025,Pune,Normal,Female,Household,Cleaner,8,409,3272,2672.34,599.66
INV0345,3/5/2025,Nashik,Normal,Female,Snacks,Chips,15,152,2280,1463.77,816.23
INV0346,5/8/2025,Mumbai,Member,Female,Dairy,Cheese,4,333,1332,1056.79,275.21
INV0347,1/28/2025,Pune,Normal,Female,Snacks,Biscuits,12,451,5412,3727.04,1684.96
INV0348,9/28/2025,Nagpur,Normal,Female,Beverages,Coffee,8,703,5624,4376.48,1247.52
INV0349,7/7/2025,Pune,Normal,Male,Snacks,Namkeen,14,909,12726,9805.56,2920.44
INV0350,1/31/2025,Nashik,Normal,Female,Beverages,Tea,1,318,318,211.38,106.62
INV0351,11/12/2025,Pune,Normal,Male,Personal Care,Face Wash,2,705,1410,1072.97,337.03
INV0352,3/21/2025,Mumbai,Normal,Male,Dairy,Milk,9,993,8937,5906.99,3030.01
INV0353,5/6/2025,Nagpur,Normal,Male,Dairy,Yogurt,12,916,10992,7382.13,3609.87
INV0354,3/31/2025,Nagpur,Member,Male,Personal Care,Shampoo,5,732,3660,3010.38,649.62
INV0355,5/13/2025,Pune,Normal,Male,Beverages,Coffee,8,405,3240,2452.36,787.64
INV0356,8/8/2025,Mumbai,Member,Female,Dairy,Milk,13,971,12623,7684.97,4938.03
INV0357,1/29/2025,Nashik,Member,Female,Household,Detergent,8,516,4128,3109.35,1018.65
INV0358,12/12/2025,Nagpur,Member,Male,Snacks,Cookies,13,155,2015,1749.59,265.41
INV0359,7/16/2025,Pune,Member,Male,Beverages,Tea,4,97,388,287.71,100.29
INV0360,6/13/2025,Mumbai,Member,Female,Household,Mop,4,379,1516,1022.51,493.49
INV0361,1/24/2025,Nashik,Member,Female,Beverages,Tea,3,278,834,701.65,132.35
INV0362,1/5/2025,Mumbai,Member,Female,Dairy,Butter,6,138,828,634.19,193.81
INV0363,7/8/2025,Nashik,Member,Male,Household,Tissue,12,687,8244,5546.36,2697.64
INV0364,10/5/2025,Mumbai,Member,Female,Snacks,Chips,15,469,7035,4271.46,2763.54
INV0365,2/23/2025,Pune,Member,Female,Beverages,Soft Drink,14,805,11270,9220.71,2049.29
INV0366,1/23/2025,Pune,Normal,Female,Personal Care,Shampoo,3,778,2334,1596.33,737.67
INV0367,11/23/2025,Nashik,Member,Male,Personal Care,Shampoo,10,147,1470,1104.89,365.11
INV0368,6/11/2025,Nashik,Normal,Female,Personal Care,Soap,4,348,1392,944.19,447.81
INV0369,3/11/2025,Nagpur,Member,Male,Personal Care,Toothpaste,4,126,504,445.07,58.93
INV0370,10/2/2025,Mumbai,Member,Female,Snacks,Namkeen,8,371,2968,2142.76,825.24
INV0371,3/22/2025,Mumbai,Member,Male,Dairy,Yogurt,5,922,4610,2931.84,1678.16
INV0372,7/2/2025,Nashik,Member,Female,Dairy,Cheese,2,778,1556,1049.47,506.53
INV0373,10/12/2025,Pune,Member,Female,Dairy,Cheese,1,464,464,397.36,66.64
INV0374,4/24/2025,Pune,Member,Female,Beverages,Coffee,2,62,124,76.69,47.31
INV0375,2/8/2025,Nagpur,Member,Male,Dairy,Milk,10,650,6500,4404.7,2095.3
INV0376,6/19/2025,Nagpur,Member,Female,Personal Care,Soap,2,976,1952,1667.36,284.64
INV0377,7/22/2025,Nashik,Member,Female,Beverages,Coffee,15,637,9555,6974.64,2580.36
INV0378,5/21/2025,Mumbai,Normal,Male,Personal Care,Soap,6,269,1614,1408.2,205.8
INV0379,10/9/2025,Nashik,Member,Male,Beverages,Coffee,11,352,3872,2902.71,969.29
INV0380,9/27/2025,Pune,Member,Female,Dairy,Yogurt,3,479,1437,948.19,488.81
INV0381,10/17/2025,Mumbai,Normal,Female,Dairy,Yogurt,9,850,7650,5702.34,1947.66
INV0382,5/24/2025,Nagpur,Normal,Female,Snacks,Chips,6,661,3966,2640.19,1325.81
INV0383,5/4/2025,Mumbai,Member,Male,Household,Cleaner,3,152,456,307.51,148.49
INV0384,3/30/2025,Pune,Member,Female,Household,Mop,6,909,5454,4894.76,559.24
INV0385,10/18/2025,Pune,Member,Female,Dairy,Milk,12,767,9204,6493.46,2710.54
INV0386,1/29/2025,Pune,Member,Male,Household,Tissue,3,552,1656,1012.46,643.54
INV0387,4/14/2025,Pune,Normal,Male,Household,Mop,1,389,389,340.52,48.48
INV0388,3/14/2025,Nagpur,Normal,Male,Dairy,Milk,1,201,201,155.97,45.03
INV0389,6/15/2025,Pune,Member,Female,Dairy,Yogurt,10,153,1530,1072.48,457.52
INV0390,12/22/2025,Mumbai,Member,Male,Personal Care,Toothpaste,3,774,2322,2068.03,253.97
INV0391,4/1/2025,Nagpur,Normal,Male,Personal Care,Toothpaste,12,755,9060,6236.5,2823.5
INV0392,4/24/2025,Nagpur,Normal,Male,Snacks,Cookies,15,878,13170,11724.72,1445.28
INV0393,3/27/2025,Nagpur,Normal,Female,Dairy,Milk,4,405,1620,1449.44,170.56
INV0394,6/29/2025,Mumbai,Member,Male,Beverages,Juice,4,305,1220,985.7,234.3
INV0395,3/27/2025,Nashik,Normal,Female,Beverages,Soft Drink,8,800,6400,4645.73,1754.27
INV0396,10/23/2025,Pune,Member,Female,Dairy,Yogurt,2,898,1796,1335.95,460.05
INV0397,2/23/2025,Nagpur,Normal,Male,Beverages,Tea,5,70,350,243.47,106.53
INV0398,2/17/2025,Mumbai,Normal,Male,Personal Care,Soap,12,126,1512,1155.34,356.66
INV0399,1/28/2025,Nagpur,Normal,Male,Personal Care,Soap,10,961,9610,7017.8,2592.2
INV0400,10/4/2025,Mumbai,Normal,Female,Snacks,Namkeen,12,617,7404,6046.19,1357.81
INV0401,9/9/2025,Pune,Member,Female,Snacks,Chips,1,452,452,348.73,103.27
INV0402,11/17/2025,Nashik,Member,Male,Beverages,Soft Drink,2,351,702,594.71,107.29
INV0403,2/11/2025,Nashik,Member,Female,Beverages,Coffee,3,703,2109,1450.03,658.97
INV0404,2/16/2025,Nashik,Member,Female,Personal Care,Face Wash,8,966,7728,6169.36,1558.64
INV0405,8/14/2025,Nashik,Normal,Male,Personal Care,Toothpaste,3,506,1518,931.12,586.88
INV0406,2/19/2025,Nagpur,Normal,Female,Dairy,Milk,3,820,2460,1990,470
INV0407,9/25/2025,Nashik,Normal,Male,Household,Cleaner,9,112,1008,859.06,148.94
INV0408,1/18/2025,Pune,Member,Female,Personal Care,Toothpaste,2,454,908,790.72,117.28
INV0409,1/22/2025,Nashik,Member,Female,Snacks,Biscuits,4,877,3508,2307.62,1200.38
INV0410,2/4/2025,Nagpur,Normal,Female,Snacks,Biscuits,14,659,9226,6249.38,2976.62
INV0411,1/7/2025,Nashik,Member,Female,Household,Tissue,14,332,4648,3513.45,1134.55
INV0412,2/21/2025,Nagpur,Member,Female,Snacks,Biscuits,10,652,6520,5051.72,1468.28
INV0413,12/2/2025,Nashik,Normal,Male,Household,Tissue,15,470,7050,4788.65,2261.35
INV0414,12/15/2025,Nashik,Member,Female,Snacks,Cookies,7,197,1379,1083.17,295.83
INV0415,5/18/2025,Mumbai,Member,Female,Dairy,Cheese,1,813,813,603.71,209.29
INV0416,12/23/2025,Nagpur,Member,Male,Dairy,Butter,5,913,4565,3412.27,1152.73
INV0417,8/2/2025,Nagpur,Member,Female,Dairy,Yogurt,13,895,11635,8100.99,3534.01
INV0418,7/11/2025,Nagpur,Member,Male,Snacks,Namkeen,12,546,6552,5424.06,1127.94
INV0419,10/19/2025,Nagpur,Member,Male,Dairy,Yogurt,3,849,2547,2178.67,368.33
INV0420,7/4/2025,Pune,Normal,Female,Snacks,Chips,4,83,332,244.66,87.34
INV0421,1/16/2025,Pune,Normal,Female,Personal Care,Face Wash,11,995,10945,6973.74,3971.26
INV0422,10/10/2025,Mumbai,Normal,Male,Household,Mop,3,941,2823,2095.72,727.28
INV0423,3/25/2025,Pune,Member,Male,Dairy,Milk,5,78,390,279.23,110.77
INV0424,12/16/2025,Nagpur,Normal,Male,Snacks,Cookies,11,469,5159,3889.81,1269.19
INV0425,6/6/2025,Mumbai,Normal,Female,Snacks,Chips,4,308,1232,964.04,267.96
INV0426,12/13/2025,Nashik,Member,Male,Dairy,Yogurt,5,273,1365,1010.11,354.89
INV0427,5/25/2025,Mumbai,Member,Female,Household,Tissue,9,712,6408,4986.27,1421.73
INV0428,5/22/2025,Mumbai,Normal,Male,Beverages,Juice,5,705,3525,2458.83,1066.17
INV0429,11/4/2025,Nashik,Normal,Male,Snacks,Biscuits,15,108,1620,1363.44,256.56
INV0430,7/27/2025,Nashik,Member,Male,Beverages,Soft Drink,5,315,1575,1373.52,201.48
INV0431,9/1/2025,Mumbai,Normal,Male,Dairy,Cheese,11,597,6567,5197.74,1369.26
INV0432,5/13/2025,Pune,Normal,Male,Household,Cleaner,5,149,745,552.22,192.78
INV0433,8/4/2025,Mumbai,Normal,Female,Snacks,Cookies,4,812,3248,2797.92,450.08
INV0434,1/28/2025,Nagpur,Normal,Male,Household,Tissue,8,921,7368,4681.14,2686.86
INV0435,6/2/2025,Nashik,Member,Male,Household,Detergent,14,747,10458,7472.25,2985.75
INV0436,8/23/2025,Pune,Normal,Male,Snacks,Biscuits,6,469,2814,2521.79,292.21
INV0437,6/10/2025,Nagpur,Member,Female,Beverages,Soft Drink,6,696,4176,3741.66,434.34
INV0438,3/23/2025,Nashik,Member,Male,Dairy,Cheese,13,842,10946,7121.27,3824.73
INV0439,9/2/2025,Nashik,Member,Male,Household,Mop,11,489,5379,3878.36,1500.64
INV0440,6/14/2025,Pune,Member,Male,Household,Cleaner,12,432,5184,4587.95,596.05
INV0441,3/8/2025,Nagpur,Normal,Female,Snacks,Biscuits,12,948,11376,8000.8,3375.2
INV0442,5/29/2025,Nashik,Normal,Female,Snacks,Chips,14,96,1344,926.64,417.36
INV0443,4/7/2025,Pune,Normal,Male,Snacks,Cookies,15,551,8265,5849.76,2415.24
INV0444,1/12/2025,Pune,Member,Female,Snacks,Biscuits,12,184,2208,1464.69,743.31
INV0445,10/1/2025,Nagpur,Member,Male,Beverages,Soft Drink,15,705,10575,7156.49,3418.51
INV0446,7/14/2025,Nagpur,Normal,Female,Beverages,Tea,12,168,2016,1461.67,554.33
INV0447,6/4/2025,Nashik,Member,Female,Snacks,Biscuits,12,752,9024,7120.78,1903.22
INV0448,9/19/2025,Nagpur,Normal,Male,Household,Cleaner,7,900,6300,5478.4,821.6
INV0449,5/15/2025,Pune,Normal,Female,Beverages,Soft Drink,4,673,2692,1776.52,915.48
INV0450,4/17/2025,Nashik,Normal,Male,Dairy,Cheese,1,611,611,457.58,153.42
INV0451,10/21/2025,Nashik,Member,Male,Beverages,Tea,11,141,1551,1352.57,198.43
INV0452,5/12/2025,Pune,Normal,Female,Household,Detergent,12,790,9480,5976.07,3503.93
INV0453,1/21/2025,Mumbai,Normal,Female,Dairy,Yogurt,1,152,152,128.28,23.72
INV0454,1/24/2025,Nagpur,Member,Male,Personal Care,Shampoo,2,921,1842,1524.18,317.82
INV0455,5/18/2025,Nagpur,Normal,Female,Dairy,Butter,15,498,7470,6622.35,847.65
INV0456,5/20/2025,Nashik,Normal,Female,Snacks,Chips,7,459,3213,2855.37,357.63
INV0457,3/23/2025,Nagpur,Normal,Female,Snacks,Chips,3,762,2286,1869.77,416.23
INV0458,7/3/2025,Nagpur,Member,Female,Household,Mop,3,675,2025,1445.7,579.3
INV0459,2/2/2025,Mumbai,Normal,Male,Personal Care,Shampoo,15,471,7065,5173.04,1891.96
INV0460,9/25/2025,Nagpur,Normal,Male,Household,Cleaner,11,944,10384,7284.27,3099.73
INV0461,3/18/2025,Nagpur,Member,Male,Personal Care,Toothpaste,11,742,8162,6467.74,1694.26
INV0462,2/8/2025,Nashik,Normal,Male,Household,Mop,14,557,7798,6712.71,1085.29
INV0463,11/26/2025,Nashik,Normal,Male,Dairy,Butter,1,569,569,379.42,189.58
INV0464,2/15/2025,Nashik,Normal,Female,Beverages,Soft Drink,8,870,6960,5372.5,1587.5
INV0465,7/26/2025,Nashik,Member,Male,Beverages,Soft Drink,12,719,8628,5222.79,3405.21
INV0466,12/2/2025,Nashik,Normal,Female,Beverages,Juice,15,570,8550,6572.38,1977.62
INV0467,11/14/2025,Nashik,Normal,Female,Beverages,Coffee,14,515,7210,5044.06,2165.94
INV0468,6/24/2025,Mumbai,Normal,Female,Beverages,Tea,13,724,9412,6273.33,3138.67
INV0469,7/29/2025,Nagpur,Normal,Male,Beverages,Tea,15,218,3270,2445.07,824.93
INV0470,8/23/2025,Pune,Normal,Male,Snacks,Chips,15,922,13830,9928.13,3901.87
INV0471,10/29/2025,Nagpur,Normal,Female,Personal Care,Shampoo,15,698,10470,8912.48,1557.52
INV0472,1/25/2025,Nashik,Normal,Male,Household,Cleaner,8,54,432,327.94,104.06
INV0473,7/18/2025,Mumbai,Normal,Female,Household,Cleaner,12,884,10608,6773.36,3834.64
INV0474,5/31/2025,Nashik,Member,Male,Household,Cleaner,5,457,2285,2031.54,253.46
INV0475,6/10/2025,Pune,Member,Male,Personal Care,Toothpaste,14,768,10752,8218.2,2533.8
INV0476,3/9/2025,Pune,Normal,Male,Household,Tissue,11,403,4433,3884.89,548.11
INV0477,12/30/2025,Nashik,Normal,Female,Dairy,Yogurt,10,634,6340,5596.97,743.03
INV0478,12/10/2025,Nagpur,Member,Female,Beverages,Tea,1,440,440,283.18,156.82
INV0479,2/1/2025,Mumbai,Member,Male,Snacks,Cookies,11,306,3366,2167.46,1198.54
INV0480,10/15/2025,Pune,Normal,Male,Dairy,Yogurt,2,680,1360,1170.16,189.84
INV0481,7/15/2025,Nashik,Normal,Female,Household,Tissue,12,730,8760,5379.46,3380.54
INV0482,11/14/2025,Nashik,Member,Female,Household,Detergent,1,811,811,547.75,263.25
INV0483,5/31/2025,Nashik,Member,Male,Household,Cleaner,13,792,10296,9156.1,1139.9
INV0484,1/21/2025,Nashik,Normal,Female,Snacks,Biscuits,12,576,6912,4394.69,2517.31
INV0485,6/19/2025,Nashik,Member,Male,Snacks,Biscuits,10,916,9160,6196.78,2963.22
INV0486,11/17/2025,Mumbai,Normal,Female,Snacks,Cookies,10,102,1020,848.74,171.26
INV0487,9/24/2025,Nagpur,Member,Female,Beverages,Juice,9,275,2475,2195.56,279.44
INV0488,4/20/2025,Mumbai,Normal,Female,Household,Mop,2,407,814,542.42,271.58
INV0489,10/15/2025,Nagpur,Member,Female,Dairy,Cheese,13,683,8879,6740.49,2138.51
INV0490,11/15/2025,Pune,Member,Female,Personal Care,Soap,15,707,10605,8315.49,2289.51
INV0491,5/25/2025,Nagpur,Normal,Female,Personal Care,Shampoo,7,312,2184,1664.36,519.64
INV0492,6/14/2025,Nagpur,Member,Male,Personal Care,Shampoo,5,969,4845,3854,991
INV0493,11/19/2025,Pune,Normal,Male,Household,Detergent,11,117,1287,853.58,433.42
INV0494,12/18/2025,Pune,Member,Female,Snacks,Namkeen,11,886,9746,8595.24,1150.76
INV0495,5/9/2025,Nagpur,Member,Female,Dairy,Milk,2,125,250,154.07,95.93
INV0496,6/11/2025,Nagpur,Normal,Male,Personal Care,Face Wash,8,695,5560,4010.62,1549.38
INV0497,10/27/2025,Nagpur,Member,Female,Household,Detergent,11,787,8657,6800.12,1856.88
INV0498,11/7/2025,Nagpur,Normal,Female,Household,Detergent,5,855,4275,3444.64,830.36
INV0499,3/22/2025,Pune,Member,Female,Personal Care,Face Wash,14,726,10164,6192.37,3971.63
INV0500,11/28/2025,Mumbai,Member,Male,Household,Tissue,11,197,2167,1493.97,673.03
